id;origen.x;origen.y;var.x;final_diagnosis_numeric_cor;final_diagnosis_numeric_chi;final_diagnosis_numeric_anova;depression_cor;depression_chi;depression_anova;euthymia_cor;euthymia_chi;euthymia_anova;hypomania_cor;hypomania_chi;hypomania_anova;mixed_cor;mixed_chi;mixed_anova;hospitalized_cor;hospitalized_chi;hospitalized_anova
CASGA;Pulsera;TargetVar;Nblocks_TOINday;-0.0005;0.619;0.9963;NA;NA;NA;NA;NA;NA;0.0005;0.619;0.9963;-0.0005;0.619;0.9963;NA;NA;NA
CASGA;Pulsera;TargetVar;Nblocks_TLIGday;-0.1752;0.4791;0.13;NA;NA;NA;NA;NA;NA;0.1752;0.4791;0.13;-0.1752;0.4791;0.13;NA;NA;NA
CASGA;Pulsera;TargetVar;Nblocks_TVIGday;-0.0108;0.027;0.9264;NA;NA;NA;NA;NA;NA;0.0108;0.027;0.9264;-0.0108;0.027;0.9264;NA;NA;NA
CASGA;Pulsera;TargetVar;Nblocks_TINday;-0.0078;0.6143;0.9466;NA;NA;NA;NA;NA;NA;0.0078;0.6143;0.9466;-0.0078;0.6143;0.9466;NA;NA;NA
CASGA;Intervenciones;TargetVar;I_alleviation;0.228;0.3958;0.5264;0.3734;0.4346;0.2879;-0.6417;0.1173;0.0455;0.035;0.8553;0.9235;0.343;0.2865;0.3319;NA;NA;NA
CASGA;Intervenciones;TargetVar;I_therapist;0.1916;0.4388;0.596;0.1667;1;0.6454;-0.2182;1;0.5447;-0.375;0.8433;0.2856;0.4082;0.6283;0.2415;NA;NA;NA
CASGA;Intervenciones;TargetVar;I_diagnosis;0.6567;0.3793;0.0391;-0.4466;0.4588;0.1957;-0.1892;0.3541;0.6007;-0.2758;0.4388;0.4405;0.6757;0.1877;0.032;NA;NA;NA
CASGA;Intervenciones;TargetVar;I_intervencion_type;0.0479;0.766;0.8955;-0.1667;1;0.6454;0.2182;1;0.5447;-0.25;1;0.486;0.1021;1;0.7791;NA;NA;NA
CASGA;Intervenciones;TargetVar;I_significant_change;0.4807;0.4142;0.1596;-0.2182;1;0.5447;-0.4286;0.5469;0.2165;0.2182;1;0.5447;0.3563;0.6726;0.3122;NA;NA;NA
CASGA;Young;TargetVar;Y_hyperactivity;0.2582;0.2615;0.537;-0.2182;1;0.6036;-0.3333;1;0.4198;0.6547;0.5371;0.0781;0;1;1;NA;NA;NA
CASGA;Young;TargetVar;Y_irritability;0.7888;0.0669;0.02;-0.1429;0.3301;0.7358;-0.8001;0.046;0.0171;-0.1429;0.3301;0.7358;0.8819;0.046;0.0038;NA;NA;NA
CASGA;Young;TargetVar;Y_verbal_expression;0.1348;0.5438;0.7502;-0.3419;0.5647;0.4072;0.1741;0.5134;0.6801;0.114;0.1801;0.7882;0;1;1;NA;NA;NA
CASGA;Young;TargetVar;Y_thought_disorder;0.5164;0.4459;0.1901;-0.2182;1;0.6036;-0.3333;1;0.4198;-0.2182;1;0.6036;0.5774;0.4142;0.134;NA;NA;NA
CASGA;Young;TargetVar;Y_aggressiveness;0.3381;0.7667;0.4128;-0.1429;1;0.7358;-0.2182;1;0.6036;-0.1429;1;0.7358;0.378;1;0.3559;NA;NA;NA
CASGA;TargetVar;TargetVar;H_depression;-0.1432;0.4615;0.7351;0.5447;0.1801;0.1627;-0.2774;0.6412;0.506;-0.4237;0.3858;0.2956;0.1601;0.7165;0.7049;NA;NA;NA
CASGA;TargetVar;TargetVar;H_guilt;0.3381;0.7667;0.4128;-0.1429;1;0.7358;-0.2182;1;0.6036;-0.1429;1;0.7358;0.378;1;0.3559;NA;NA;NA
CASGA;TargetVar;TargetVar;H_suicide;0;0.2917;1;0.488;0.7825;0.2199;-0.4472;0.6733;0.2666;-0.2928;1;0.4816;0.2582;1;0.537;NA;NA;NA
CASGA;TargetVar;TargetVar;H_early_insonmia;0.3381;0.7667;0.4128;-0.1429;1;0.7358;-0.2182;1;0.6036;-0.1429;1;0.7358;0.378;1;0.3559;NA;NA;NA
CASGA;TargetVar;TargetVar;H_activity;0;0.2917;1;0.488;0.7825;0.2199;-0.4472;0.6733;0.2666;-0.2928;1;0.4816;0.2582;1;0.537;NA;NA;NA
CASGA;TargetVar;TargetVar;H_psychic_anxiety;0.4819;0.8494;0.2265;-0.2037;0.8266;0.6286;-0.3111;0.6412;0.4533;-0.2037;0.8266;0.6286;0.5388;0.2636;0.1682;NA;NA;NA
CASGA;TargetVar;TargetVar;H_somatic_anxiety;0.3381;0.7667;0.4128;-0.1429;1;0.7358;-0.2182;1;0.6036;-0.1429;1;0.7358;0.378;1;0.3559;NA;NA;NA
CASGA;HRSD;TargetVar;hrsd;0.2609;0.2627;0.5325;0.3124;0.1562;0.4512;-0.5334;0.3766;0.1734;-0.4227;0.6342;0.2968;0.5348;0.1562;0.172;NA;NA;NA
CASGA;Intervenciones;TargetVar;young;0.7828;0.2993;0.0216;-0.3859;0.1562;0.345;-0.5895;0.1562;0.1241;0.0551;0.8622;0.8968;0.7293;0.3766;0.0401;NA;NA;NA
DOGE;Diario;TargetVar;animus;-0.9576;0;0;0.1767;0.012;0.0094;NA;NA;NA;NA;NA;NA;-0.5847;0;0;NA;NA;NA
DOGE;Diario;TargetVar;anxiety;-0.8281;0;0;0.4464;0;0;NA;NA;NA;NA;NA;NA;0.0158;0.0284;0.8182;NA;NA;NA
DOGE;Diario;TargetVar;irritability;0.9482;0;0;-0.3265;0;0;NA;NA;NA;NA;NA;NA;0.46;0;0;NA;NA;NA
DOGE;Diario;TargetVar;tobacco;-0.3464;0.0001;0.0213;-0.03;0;0.6617;NA;NA;NA;NA;NA;NA;-0.0901;0.0408;0.188;NA;NA;NA
DOGE;Diario;TargetVar;caffeine;-0.0273;0.2552;0.8602;-0.3111;0;0;NA;NA;NA;NA;NA;NA;-0.2909;0.1483;0;NA;NA;NA
DOGE;Diario;TargetVar;sleep_time;0.4089;0.3458;0.0058;-0.032;0;0.6407;NA;NA;NA;NA;NA;NA;0.2219;0.0343;0.0011;NA;NA;NA
DOGE;Diario;TargetVar;wakeup_time;0.5846;0.2682;0;-0.0305;0;0.6567;NA;NA;NA;NA;NA;NA;0.1959;0.6642;0.0039;NA;NA;NA
DOGE;Diario;TargetVar;slowness_fill_form;0.4216;0.429;0.0044;-0.1745;0.2076;0.0104;NA;NA;NA;NA;NA;NA;0.122;0.4052;0.0743;NA;NA;NA
DOGE;Diario;TargetVar;sleep_duration;0.2566;0.306;0.0927;-0.0154;0;0.8226;NA;NA;NA;NA;NA;NA;0.0922;0.63;0.1782;NA;NA;NA
DOGE;Diario;TargetVar;sleep_zenith;0.6771;0.3869;0;-0.0398;0;0.5621;NA;NA;NA;NA;NA;NA;0.2623;0.4687;0.0001;NA;NA;NA
DOGE;Diario;TargetVar;observation_string_length;0.5001;0.071;0.0005;-0.1495;1;0.0284;NA;NA;NA;NA;NA;NA;0.0958;0;0.1616;NA;NA;NA
DOGE;Diario;TargetVar;time_start_form;0.6238;0.3458;0;0.1924;0.178;0.0046;NA;NA;NA;NA;NA;NA;0.1946;0.5527;0.0042;NA;NA;NA
DOGE;Diario;TargetVar;slowness_fill_form_no_outliers;0.4216;0.429;0.0044;-0.1812;0.2076;0.0077;NA;NA;NA;NA;NA;NA;0.1447;0.4052;0.0339;NA;NA;NA
DOGE;Diario;TargetVar;slowness_fill_form_no_outliers_scales;0.4216;0.429;0.0044;-0.1812;0.2076;0.0077;NA;NA;NA;NA;NA;NA;0.1447;0.4052;0.0339;NA;NA;NA
DOGE;Pulsera;TargetVar;week;-0.9922;0;0;0.3098;0;0;NA;NA;NA;NA;NA;NA;-0.251;0;0.0002;NA;NA;NA
DOGE;Pulsera;TargetVar;night_number;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.2528;0.9722;0.0979;NA;NA;NA
DOGE;Pulsera;TargetVar;acc_onset;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1703;0.3821;0.1414;NA;NA;NA
DOGE;Pulsera;TargetVar;acc_wake;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.401;0.4138;0.0003;NA;NA;NA
DOGE;Pulsera;TargetVar;sleeplog_onset;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2906;0.4138;0.0109;NA;NA;NA
DOGE;Pulsera;TargetVar;sleeplog_wake;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2906;0.4138;0.0109;NA;NA;NA
DOGE;Pulsera;TargetVar;daysleeper;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2616;0.332;0.1076;NA;NA;NA
DOGE;Pulsera;TargetVar;window_length_in_hours;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0485;0.6162;0.6773;NA;NA;NA
DOGE;Pulsera;TargetVar;nonwear_hours;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1561;0.9109;0.1782;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_nightsleep_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0769;0.678;0.5091;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_nightwak_and_IN30_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.394;0.678;0.0004;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_nightwak_LIG30_100_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2579;0.5808;0.0245;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_nightwak_MOD100_400_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.068;0.2593;0.5596;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_day_SIB_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.0338;1;0.7719;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_day_OIN30_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.2981;0.446;0.0089;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_day_LIG30_100_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.2544;0.446;0.0266;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_day_MOD100_400_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1872;0.2633;0.1054;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_day_VIG400_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1131;0.9268;0.3305;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_MVPA_D1T100_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1849;0.0673;0.1097;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_INB_D30T30_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1854;0.4138;0.1088;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_INB_D10T30_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0741;0.3821;0.5248;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_INB_D1T30_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1999;0.4138;0.0834;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_LIGB_D10T30_100_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1636;1;0.158;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_LIGB_D1T30_100_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.5236;0.4138;0;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_TSIBday_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1423;0.3207;0.2201;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_TOINday_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.0398;0.446;0.733;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_TLIGday_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.4157;0.446;0.0002;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_TMODday_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1948;0.351;0.0917;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_TVIGday_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.128;0.787;0.2705;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_TINday_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.089;0.446;0.4446;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_day_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1143;0.351;0.3256;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_night_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1613;0.678;0.164;NA;NA;NA
DOGE;Pulsera;TargetVar;dur_nightandday_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0485;0.6162;0.6773;NA;NA;NA
DOGE;Pulsera;TargetVar;nonwear_perc_day;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1566;0.8874;0.1768;NA;NA;NA
DOGE;Pulsera;TargetVar;nonwear_perc_night;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.152;0.0192;0.19;NA;NA;NA
DOGE;Pulsera;TargetVar;nonwear_perc_nightandday;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1565;0.1324;0.1771;NA;NA;NA
DOGE;Pulsera;TargetVar;sleep_efficiency;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.4395;0.4138;0.0001;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_nightsleep_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.109;0.4138;0.3486;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_nightwak_and_IN30_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0866;0.4138;0.457;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_nightwak_LIG30_100_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1535;0.4138;0.1856;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_nightwak_MOD100_400_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.078;0.351;0.5028;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_nightwak_VIG400_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1193;0.0565;0.3045;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_day_OIN30_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1571;0.446;0.1752;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_day_LIG30_100_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0545;0.446;0.6399;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_day_MOD100_400_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.0636;0.3821;0.5854;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_day_VIG400_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0193;0.3821;0.8688;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_MVPA_D1T100_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0397;0.3821;0.7336;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_INB_D30T30_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1386;0.446;0.2326;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_INB_D10T30_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1553;0.446;0.1803;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_INB_D1T30_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1923;0.446;0.0961;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_LIGB_D10T30_100_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1721;1;0.1372;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_LIGB_D1T30_100_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0688;0.446;0.5546;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_TSIBday_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1345;0.446;0.2467;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_TOINday_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.2609;0.446;0.0229;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_TLIGday_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.0401;0.446;0.731;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_TMODday_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1776;0.446;0.1249;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_TVIGday_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.0949;0.3821;0.4146;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_TINday_min;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.2325;0.446;0.0433;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_day_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.4728;0.446;0;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_night_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0253;0.4138;0.8283;NA;NA;NA
DOGE;Pulsera;TargetVar;ACC_nightandday_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.5463;0.446;0;NA;NA;NA
DOGE;Pulsera;TargetVar;quantile_mostactive60min_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.2127;0.446;0.0651;NA;NA;NA
DOGE;Pulsera;TargetVar;quantile_mostactive30min_mg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.0814;0.446;0.4846;NA;NA;NA
DOGE;Pulsera;TargetVar;L5VALUE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0472;0.4138;0.6855;NA;NA;NA
DOGE;Pulsera;TargetVar;M5VALUE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.3556;0.446;0.0016;NA;NA;NA
DOGE;Pulsera;TargetVar;L5TIME_num;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4629;0.3821;0;NA;NA;NA
DOGE;Pulsera;TargetVar;M5TIME_num;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1694;0.446;0.1435;NA;NA;NA
DOGE;Pulsera;TargetVar;L10VALUE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.2133;0.446;0.0643;NA;NA;NA
DOGE;Pulsera;TargetVar;M10VALUE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.4982;0.446;0;NA;NA;NA
DOGE;Pulsera;TargetVar;L10TIME_num;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4023;0.446;0.0003;NA;NA;NA
DOGE;Pulsera;TargetVar;M10TIME_num;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1513;0.446;0.1921;NA;NA;NA
DOGE;Pulsera;TargetVar;Nbouts_MVPA_D1T100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.2101;0.0521;0.0685;NA;NA;NA
DOGE;Pulsera;TargetVar;Nbouts_INB_D30T30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3018;0.0521;0.0081;NA;NA;NA
DOGE;Pulsera;TargetVar;Nbouts_INB_D10T30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0836;0.6472;0.4726;NA;NA;NA
DOGE;Pulsera;TargetVar;Nbouts_INB_D1T30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.269;0.1027;0.0188;NA;NA;NA
DOGE;Pulsera;TargetVar;Nbouts_LIGB_D10T30_100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1917;0.5039;0.0972;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_nightsleep;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2204;0.9033;0.0557;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_nightwak_and_IN30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3782;0.5079;0.0008;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_nightwak_LIG30_100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3546;0.1676;0.0017;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_nightwak_MOD100_400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1653;0;0.1535;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_day_SIB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.0338;1;0.7719;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_day_OIN30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.2992;0.4138;0.0086;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_day_LIG30_100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.2486;0.4138;0.0304;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_day_MOD100_400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1782;0.3086;0.1236;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_day_VIG400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1086;0.386;0.3505;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_MVPA_D1T100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.2101;0.0521;0.0685;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_INB_D30T30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1952;0.1145;0.0911;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_INB_D10T30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0867;0.6152;0.4565;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_INB_D1T30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.2688;0.0842;0.0189;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_LIGB_D10T30_100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1913;0.5039;0.0978;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_TSIBday;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1961;0.209;0.0896;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_TOINday;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.4546;0.4138;0;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_TLIGday;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.3756;0.3821;0.0008;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_TMODday;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.2072;0.4138;0.0725;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_TVIGday;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.1249;0.0266;0.2823;NA;NA;NA
DOGE;Pulsera;TargetVar;Nblocks_TINday;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.4576;0.3821;0;NA;NA;NA
DOGE;Intervenciones;TargetVar;I_alleviation;0.2294;0.1353;0.7706;0.2887;0.368;0.3893;NA;NA;NA;NA;NA;NA;0.4399;0.0117;0.1758;NA;NA;NA
DOGE;Intervenciones;TargetVar;I_therapist;0;1;1;-0.0589;1;0.8414;NA;NA;NA;NA;NA;NA;-0.0589;1;0.8414;NA;NA;NA
DOGE;Intervenciones;TargetVar;I_diagnosis;0.4082;0.3679;0.5918;-0.339;0.4475;0.2357;NA;NA;NA;NA;NA;NA;0.1356;0.12;0.6439;NA;NA;NA
DOGE;Intervenciones;TargetVar;I_intervencion_type;0.5774;1;0.4226;-0.1132;1;0.6999;NA;NA;NA;NA;NA;NA;0.6794;0.2895;0.0075;NA;NA;NA
DOGE;Intervenciones;TargetVar;I_significant_change;-0.5774;1;0.4226;0.4167;0.64;0.1383;NA;NA;NA;NA;NA;NA;-0.1667;1;0.569;NA;NA;NA
DOGE;Young;TargetVar;Y_euphoria;NA;NA;NA;-0.2582;1;0.4178;NA;NA;NA;NA;NA;NA;-0.1741;1;0.5884;NA;NA;NA
DOGE;Young;TargetVar;Y_hyperactivity;NA;NA;NA;-0.3162;0.7842;0.3166;NA;NA;NA;NA;NA;NA;-0.2132;1;0.5059;NA;NA;NA
DOGE;Young;TargetVar;Y_sleep;NA;NA;NA;-0.1348;1;0.6761;NA;NA;NA;NA;NA;NA;-0.0909;1;0.7787;NA;NA;NA
DOGE;Young;TargetVar;Y_irritability;1;0.665;0;-0.3078;0.5488;0.3304;NA;NA;NA;NA;NA;NA;0.3459;0.1947;0.2708;NA;NA;NA
DOGE;Young;TargetVar;Y_verbal_expression;NA;NA;NA;-0.3508;0.4244;0.2635;NA;NA;NA;NA;NA;NA;-0.2365;0.6773;0.4592;NA;NA;NA
DOGE;Young;TargetVar;Y_thought_disorder;NA;NA;NA;-0.2;1;0.5331;NA;NA;NA;NA;NA;NA;-0.1348;1;0.6761;NA;NA;NA
DOGE;Young;TargetVar;Y_content;NA;NA;NA;-0.1348;1;0.6761;NA;NA;NA;NA;NA;NA;-0.0909;1;0.7787;NA;NA;NA
DOGE;Young;TargetVar;Y_awareness;NA;NA;NA;-0.1348;1;0.6761;NA;NA;NA;NA;NA;NA;-0.0909;1;0.7787;NA;NA;NA
DOGE;TargetVar;TargetVar;H_depression;-0.866;0.2231;0.3333;0.7518;0.0384;0.0076;NA;NA;NA;NA;NA;NA;-0.2193;0.7303;0.5171;NA;NA;NA
DOGE;TargetVar;TargetVar;H_early_insonmia;1;0.665;0;-0.3404;0.4974;0.3058;NA;NA;NA;NA;NA;NA;0.4892;0.2307;0.1267;NA;NA;NA
DOGE;TargetVar;TargetVar;H_activity;0.9449;0.2231;0.2123;-0.0729;0.8367;0.8312;NA;NA;NA;NA;NA;NA;0.848;0.0041;0.001;NA;NA;NA
DOGE;TargetVar;TargetVar;H_inhibition;1;0.665;0;-0.1491;1;0.6618;NA;NA;NA;NA;NA;NA;1;0.1356;0;NA;NA;NA
DOGE;TargetVar;TargetVar;H_psychic_anxiety;-0.866;0.2231;0.3333;0.5908;0.0673;0.0556;NA;NA;NA;NA;NA;NA;-0.373;0.3819;0.2585;NA;NA;NA
